#,Geochemistry Reference,Province,Location,Sample Name,Rock Type,Latitude,Longitude,Age,Age reference,Sm (ppm),Nd (ppm),Rb (ppm),Sr (ppm),U (ppm),Pb (ppm),Th (ppm),143Nd/144Nd measured,87Sr/86Sr measured,206Pb/204Pb measured,207Pb/204Pb measured,208Pb/204Pb measured,147Sm/144Nd,143Nd/144Nd_i,87Rb/86Sr,87Sr/86Sr_i,238U/204Pb,235U/204Pb,232Th/204Pb,206Pb/204Pb_i,207Pb/204Pb_i,208Pb/204Pb_i
542,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 757C","s 121-757C-11R-2,10-14 ",Basalt ,-17.023,88.03,56,[80],1.8,6.1,19.0,324.0,0.2,0.5,0.4,0.512808,0.704776,18.758,15.590,39.016,0.178,0.512743,0.170,0.704641,24.53,0.18,46.69,18.544,15.580,38.886
540,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 757C","s 121-757C-10R-2,86-90 ",Basalt ,-17.023,88.03,56,[80],1.1,4.0,17.0,247.0,0.1,0.3,0.1,0.512802,0.704707,18.795,15.592,38.982,0.166,0.512741,0.199,0.704549,24.85,0.18,21.01,18.577,15.582,38.924
548,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 757C","s 121-757C-9R-5,34-38 ",Basalt ,-17.023,88.03,56,[80],1.4,5.2,11.0,313.0,0.1,0.4,0.2,0.512792,0.704525,18.775,15.597,38.992,0.163,0.512732,0.102,0.704444,22.23,0.16,42.40,18.580,15.587,38.874
551,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 757C","s 121-757C-9R-8,54-59 ",Basalt ,-17.023,88.03,56,[80],1.4,5.1,22.0,184.0,0.1,0.3,0.2,0.512788,0.704653,18.694,15.579,38.930,0.166,0.512727,0.346,0.704378,20.42,0.15,46.04,18.515,15.570,38.802
547,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 757C","s 121-757C-9R-1,105-109 ",Basalt ,-17.023,88.03,56,[80],1.6,5.7,1.4,176.0,0.0,0.1,0.3,0.512799,0.704396,18.699,15.580,38.950,0.170,0.512737,0.023,0.704378,18.04,0.13,153.81,18.541,15.573,38.523
544,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 757C","s 121-757C-12R-1,100-104 ",Basalt ,-17.023,88.03,56,[80],3.8,14.4,7.8,164.0,0.3,0.4,1.5,0.512818,0.704427,18.826,15.577,39.071,0.160,0.512760,0.138,0.704318,51.37,0.38,270.71,18.377,15.556,38.320
549,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 757C","s 121-757C-9R-6,102-105 ",Basalt ,-17.023,88.03,56,[80],1.7,4.6,35.0,215.0,0.2,0.5,0.3,,0.704654,18.721,15.580,38.918,0.196,,0.471,0.704279,19.06,0.14,34.47,18.555,15.572,38.822
550,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 757C","s 121-757C-9R-7,78-82 ",Basalt ,-17.023,88.03,56,[80],1.5,5.3,18.0,181.0,0.2,0.4,0.4,0.512794,0.704501,18.716,15.581,38.950,0.171,0.512731,0.288,0.704272,24.93,0.18,73.85,18.497,15.571,38.745
545,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 757C","s 121-757C-12R-2,0-5 ",Basalt ,-17.023,88.03,56,[80],3.7,14.3,20.0,160.0,0.5,0.8,1.5,0.512822,0.704518,18.755,15.571,39.047,0.156,0.512765,0.362,0.704230,36.04,0.26,122.48,18.440,15.556,38.707
535,[66],Ninetyeast Ridge,"ODP Leg 121, Site 757C",s 11753-9R-2 ,"Tholeiite, Olivine ",-17.023,88.03,56,[80],,,,,,,,,,18.662,15.561,38.876,,,,,,,,,,
536,[66],Ninetyeast Ridge,"ODP Leg 121, Site 757C",s 11756-9R-6 ,"Tholeiite, Olivine ",-17.023,88.03,56,[80],,,,,,,,0.512737,0.706000,,,,,,,,,,,,,
537,[66],Ninetyeast Ridge,"ODP Leg 121, Site 757C",s 11765-10R-3 ,"Tholeiite, Olivine ",-17.023,88.03,56,[80],,,,,,,,,0.705460,18.968,15.574,38.930,,,,,,,,,,
538,[66],Ninetyeast Ridge,"ODP Leg 121, Site 757C",s 11773-12R-1 ,"Tholeiite, Olivine ",-17.023,88.03,56,[80],,,,,,,,0.512765,0.704440,18.820,15.565,39.029,,,,,,,,,,
539,[66],Ninetyeast Ridge,"ODP Leg 121, Site 757C",s 11775-12R-3 ,"Tholeiite, Olivine ",-17.023,88.03,56,[80],,,,,,,,,0.704850,18.679,15.554,38.990,,,,,,,,,,
510,[71],Ninetyeast Ridge,"ODP Leg 121, Site 758A","s 121-758A-54R-2,73-76 ",Basalt ,5.384,90.361,83,[80],2.1,6.3,0.9,148.0,0.1,0.6,0.3,0.512880,0.704880,18.627,15.582,38.790,0.202,0.512771,0.018,0.704859,12.59,0.09,33.12,18.463,15.574,38.654
526,[71],Ninetyeast Ridge,"ODP Leg 121, Site 758A","s 121-758A-73R-3,50-54 ",Basalt ,5.384,90.361,83,[80],2.4,8.8,0.4,115.0,0.1,0.3,0.4,,0.704830,18.547,15.588,38.880,0.145,,0.010,0.704818,20.37,0.15,66.98,18.282,15.575,38.604
517,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 758A","s 121-758A-62R-3,80-84 ",Basalt ,5.384,90.361,83,[80],3.4,10.9,0.7,157.0,0.2,0.5,0.3,0.512865,0.704502,18.633,15.573,38.894,0.189,0.512763,0.013,0.704487,24.72,0.18,34.48,18.312,15.557,38.752
515,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 758A","s 121-758A-60R-1,122-126 ",Basalt ,5.384,90.361,83,[80],2.6,9.0,0.6,131.0,0.1,0.3,0.4,0.512857,0.704482,18.686,15.585,38.966,0.175,0.512762,0.013,0.704466,27.63,0.20,87.69,18.327,15.568,38.605
516,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 758A","s 121-758A-62R-1,130-134 ",Basalt ,5.384,90.361,83,[80],1.7,5.5,0.9,139.0,0.1,0.6,0.2,,0.704475,18.642,15.571,38.932,0.164,,0.019,0.704453,9.01,0.07,26.77,18.525,15.565,38.822
521,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 758A","s 121-758A-70R-1,71-75 ",Basalt ,5.384,90.361,83,[80],2.3,8.3,0.1,140.0,0.1,0.4,0.2,,0.704425,18.526,15.562,38.836,0.147,,0.002,0.704423,18.41,0.14,34.87,18.287,15.550,38.692
518,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 758A","s 121-758A-65R-1,51-55 ",Basalt ,5.384,90.361,83,[80],2.6,9.0,0.4,157.0,0.1,0.3,0.3,0.512871,0.704425,18.580,15.564,38.871,0.175,0.512776,0.007,0.704416,25.19,0.18,71.57,18.253,15.548,38.577
513,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 758A","s 121-758A-58R-6,21-25 ",Basalt ,5.384,90.361,83,[80],4.2,14.2,1.1,143.0,0.2,0.5,0.7,0.512910,0.704426,18.326,15.569,38.618,0.179,0.512813,0.022,0.704400,20.06,0.15,89.01,18.066,15.556,38.252
511,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 758A","s 121-758A-55R-5,82-86 ",Basalt ,5.384,90.361,83,[80],1.8,4.7,0.4,122.0,0.1,0.1,0.2,0.512888,0.704405,18.488,15.542,38.729,0.232,0.512762,0.009,0.704394,33.79,0.25,84.79,18.049,15.521,38.380
512,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 758A","s 121-758A-56R-1,64-68 ",Basalt ,5.384,90.361,83,[80],2.1,5.0,1.4,127.0,0.1,0.2,0.2,0.512876,0.704416,18.469,15.547,38.695,0.254,0.512738,0.032,0.704378,23.89,0.18,70.97,18.159,15.532,38.402
520,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 758A","s 121-758A-69R-3,53-57 ",Basalt ,5.384,90.361,83,[80],2.4,8.3,0.7,114.0,0.1,0.2,0.3,0.512871,0.704390,18.575,15.560,38.802,0.175,0.512776,0.018,0.704369,29.95,0.22,86.66,18.186,15.541,38.445
514,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 758A","s 121-758A-59R-2,58-62 ",Basalt ,5.384,90.361,83,[80],2.4,7.6,2.2,127.0,0.0,0.2,0.3,0.512854,0.704425,18.331,15.569,38.627,0.191,0.512750,0.050,0.704366,12.51,0.09,93.72,18.168,15.561,38.241
522,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 758A","s 121-758A-70R-2,129-130 ",Basalt ,5.384,90.361,83,[80],2.2,7.8,0.5,125.0,0.1,0.3,0.3,0.512770,0.704351,18.482,15.565,38.794,0.171,0.512677,0.012,0.704337,22.84,0.17,49.17,18.185,15.551,38.591
524,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 758A","s 121-758A-71R-3,64-68 ",Basalt ,5.384,90.361,83,[80],2.3,7.3,0.1,122.0,0.1,0.4,0.3,0.512886,0.704335,18.495,15.566,38.853,0.190,0.512783,0.002,0.704332,18.69,0.14,57.95,18.252,15.554,38.614
523,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 758A","s 121-758A-71R-1,127-131 ",Basalt ,5.384,90.361,83,[80],2.1,7.9,0.8,130.0,0.1,0.3,0.3,0.512867,0.704345,18.524,15.572,38.811,0.161,0.512780,0.018,0.704324,23.05,0.17,58.47,18.225,15.558,38.571
525,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 758A","s 121-758A-73R-1,82-86 ",Basalt ,5.384,90.361,83,[80],2.3,7.0,0.0,121.0,0.1,0.4,0.4,0.512886,0.704318,18.520,15.563,38.779,0.199,0.512778,0.000,0.704318,16.07,0.12,61.91,18.311,15.553,38.524
527,[71][61],Ninetyeast Ridge,"ODP Leg 121, Site 758A","s 121-758A-73R-4,105-109 ",Basalt ,5.384,90.361,83,[80],2.5,8.3,1.5,113.0,0.1,1.5,0.3,0.512876,0.704343,18.594,15.559,38.806,0.182,0.512777,0.038,0.704298,4.74,0.03,11.58,18.533,15.556,38.759
505,[66],Ninetyeast Ridge,"ODP Leg 121, Site 758A",s 11780-55R-5 ,"Tholeiite, Olivine ",5.384,90.361,83,[80],,,,,,,,0.512881,0.704740,18.778,15.521,38.879,,,,,,,,,,
506,[66],Ninetyeast Ridge,"ODP Leg 121, Site 758A",s 11788-58R-5 ,"Tholeiite, Olivine ",5.384,90.361,83,[80],,,,,,,,0.512831,0.704960,18.269,15.528,38.484,,,,,,,,,,
507,[66],Ninetyeast Ridge,"ODP Leg 121, Site 758A",s 11797-60R-7 ,"Tholeiite, Olivine ",5.384,90.361,83,[80],,,,,,,,0.512800,0.704730,18.842,15.589,38.882,,,,,,,,,,
508,[66],Ninetyeast Ridge,"ODP Leg 121, Site 758A",s 11804-63R-1 ,"Tholeiite, Olivine ",5.384,90.361,83,[80],,,,,,,,0.512765,0.704580,,,,,,,,,,,,,
509,[66],Ninetyeast Ridge,"ODP Leg 121, Site 758A",s 11830-73R-1 ,"Tholeiite, Olivine ",5.384,90.361,83,[80],,,,,,,,0.512852,0.704630,18.478,15.547,38.705,,,,,,,,,,
613,[6],Wallaby Plateau,Cuvier Rise,55BS004A,Basalt,-24.365,107.8172,124,[23],2.0,9.0,19.0,124.0,0.7,3.1,2.4,0.512424,0.707166,,,,0.134,,0.443,,0.19,0.00,0.68,,,
614,[6],Wallaby Plateau,Cuvier Rise,55BS004B,Basalt,-24.365,107.8172,124,[23],2.2,7.9,21.0,115.0,0.6,3.6,2.3,0.512424,0.707485,,,,0.168,,0.528,,0.14,0.00,0.56,,,
615,[6],Wallaby Plateau,Sonne Ridge,57DR051A,Basalt,-23.67205,109.6871167,124,[23],4.8,15.9,16.5,103.0,0.3,3.5,2.1,0.512448,0.707414,,,,0.183,,0.463,,0.08,0.00,0.52,,,
618,[6],Wallaby Plateau,Sonne Ridge Seamount,56DR049B2,Trachybasalt,-24.01886667,109.19885,60,[23],10.6,44.5,11.4,358.0,0.6,5.2,1.6,0.512661,0.705194,,,,0.144,0.512604,0.092,0.705116,0.10,0.00,0.26,,,
619,[6],Wallaby Plateau,Sonne Ridge Seamount,56GR28E1,Trachybasalt,-24.02643,109.19897,60,[23],6.8,27.6,27.5,360.0,0.5,1.5,1.5,0.512676,0.704704,,,,0.149,0.512618,0.221,0.704516,0.29,0.00,0.84,,,
620,[6],Wallaby Plateau,Sonne Ridge Seamount,56GR28E2,Trachybasalt,-24.02643,109.19897,60,[23],5.2,18.3,12.9,228.0,0.4,1.4,1.0,0.512765,0.704561,,,,0.172,0.512698,0.164,0.704422,0.22,0.00,0.66,,,
617,[6],Wallaby Plateau,Sonne Ridge Seamount,56DR049B1,Trachybasalt,-24.01886667,109.19885,60,[23],10.6,45.2,17.4,307.0,0.5,1.0,1.2,0.512656,0.705574,,,,0.142,,0.164,,0.46,0.00,1.06,,,
616,[6],Wallaby Plateau,Zenith Fracture Zone Scarp,61DR053D,Trachybasalt,-25.54153333,108.53405,124,[23],4.4,14.6,9.4,118.0,0.3,2.0,1.7,0.512641,0.706213,,,,0.182,,0.230,,0.15,0.00,0.74,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
